occupation,count,share,cumulative_share,ksco_major_code,ksco_major_label,rule_hit,confidence,needs_review,previous_code,previous_rule_hit,rationale
매장 계산원,607,0.000607,0.843143,5,?? ???,kept:exact,high,no,5,exact,kept from draft; no stronger correction rule
농업용 기계장비 기술 영업원,600,0.0006,0.843743,5,?? ???,kept:contains:영업,high,no,5,contains:영업,kept from draft; no stronger correction rule
데스크 안내원,600,0.0006,0.844343,4,??? ???,kept:contains:안내원,high,no,4,contains:안내원,kept from draft; no stronger correction rule
판매 사무원,599,0.000599,0.844942,3,?? ???,kept:suffix:사무원,high,no,3,suffix:사무원,kept from draft; no stronger correction rule
그 외 기계장비 설치 및 정비원,599,0.000599,0.845541,7,??? ? ?? ?? ???,kept:contains:설치,high,no,7,contains:설치,kept from draft; no stronger correction rule
총무 및 인사 관리자,595,0.000595,0.846136,1,???,kept:contains:관리자,high,no,1,contains:관리자,kept from draft; no stronger correction rule
엘리베이터 설치 및 정비원,595,0.000595,0.846731,7,??? ? ?? ?? ???,kept:contains:설치,high,no,7,contains:설치,kept from draft; no stronger correction rule
반도체공학 기술자 및 연구원,586,0.000586,0.847317,2,??? ? ?? ???,kept:suffix:연구원,high,no,2,suffix:연구원,kept from draft; no stronger correction rule
화학물 가열 처리 장치 조작원,585,0.000585,0.847902,8,????? ?? ? ?? ???,kept:contains:조작원,high,no,8,contains:조작원,kept from draft; no stronger correction rule
자동차 부품 기술 영업원,575,0.000575,0.848477,5,?? ???,kept:contains:영업,high,no,5,contains:영업,kept from draft; no stronger correction rule
그 외 의복 제조 관련 기능 종사원,575,0.000575,0.849052,7,??? ? ?? ?? ???,kept:contains:기능,high,no,7,contains:기능,kept from draft; no stronger correction rule
보험 중개인,574,0.000574,0.849626,5,?? ???,kept:contains:중개인,high,no,5,contains:중개인,kept from draft; no stronger correction rule
농약·비료 기술자 및 연구원,570,0.00057,0.850196,2,??? ? ?? ???,kept:suffix:연구원,high,no,2,suffix:연구원,kept from draft; no stronger correction rule
그 외 금속·재료 공학 기술자 및 연구원,566,0.000566,0.850762,2,??? ? ?? ???,kept:suffix:연구원,high,no,2,suffix:연구원,kept from draft; no stronger correction rule
제품 단순 선별원,563,0.000563,0.851325,9,???? ???,kept:contains:단순,medium,yes,9,contains:단순,kept from draft; no stronger correction rule
화학물 증류기 및 반응기 조작원,560,0.00056,0.851885,8,????? ?? ? ?? ???,kept:contains:조작원,high,no,8,contains:조작원,kept from draft; no stronger correction rule
가죽 및 모피 가공원,559,0.000559,0.852444,7,??? ? ?? ?? ???,kept:contains:가공,high,no,7,contains:가공,kept from draft; no stronger correction rule
시외 및 고속 버스 운전원,558,0.000558,0.853002,8,????? ?? ? ?? ???,kept:contains:운전원,high,no,8,contains:운전원,kept from draft; no stronger correction rule
자동 재봉설비 조작원,558,0.000558,0.85356,8,????? ?? ? ?? ???,kept:contains:조작원,high,no,8,contains:조작원,kept from draft; no stronger correction rule
교사 교육 보조원,557,0.000557,0.854117,3,?? ???,kept:suffix:보조원,medium,yes,3,suffix:보조원,kept from draft; no stronger correction rule
그 외 경호 및 보안 관련 종사원,550,0.00055,0.854667,4,??? ???,kept:contains:경호,high,no,4,contains:경호,kept from draft; no stronger correction rule
전산 자료 입력원,540,0.00054,0.855207,3,?? ???,kept:exact,high,no,3,exact,kept from draft; no stronger correction rule
투자 권유 대행인,540,0.00054,0.855747,5,?? ???,kept:contains:투자 권유,high,no,5,contains:투자 권유,kept from draft; no stronger correction rule
그 외 산업 안전 및 위험 관리원,539,0.000539,0.856286,2,??? ? ?? ???,kept:exact,medium,yes,2,exact,kept from draft; no stronger correction rule
산업 특화 소프트웨어 프로그래머,539,0.000539,0.856825,2,??? ? ?? ???,kept:suffix:프로그래머,high,no,2,suffix:프로그래머,kept from draft; no stronger correction rule
그 외 바닥재 시공원,536,0.000536,0.857361,7,??? ? ?? ?? ???,kept:exact,high,no,7,exact,kept from draft; no stronger correction rule
그 외 냉동·냉장·공조기 설치 및 정비원,533,0.000533,0.857894,7,??? ? ?? ?? ???,kept:contains:설치,high,no,7,contains:설치,kept from draft; no stronger correction rule
건축 제도사,531,0.000531,0.858425,7,??? ? ?? ?? ???,kept:exact,high,no,7,exact,kept from draft; no stronger correction rule
금속 열처리로 조작원,528,0.000528,0.858953,8,????? ?? ? ?? ???,kept:contains:조작원,high,no,8,contains:조작원,kept from draft; no stronger correction rule
광고 및 홍보 사무원,525,0.000525,0.859478,3,?? ???,kept:suffix:사무원,high,no,3,suffix:사무원,kept from draft; no stronger correction rule
육군 병사,523,0.000523,0.860001,A,??,kept:exact,high,no,A,exact,kept from draft; no stronger correction rule
인조석 설치원,521,0.000521,0.860522,7,??? ? ?? ?? ???,kept:contains:설치,high,no,7,contains:설치,kept from draft; no stronger correction rule
시스템 소프트웨어 프로그래머,517,0.000517,0.861039,2,??? ? ?? ???,kept:suffix:프로그래머,high,no,2,suffix:프로그래머,kept from draft; no stronger correction rule
육아 도우미,513,0.000513,0.861552,4,??? ???,kept:exact,high,no,4,exact,kept from draft; no stronger correction rule
인쇄 관련 기능 종사원,512,0.000512,0.862064,7,??? ? ?? ?? ???,kept:exact,high,no,7,exact,kept from draft; no stronger correction rule
초등학교 교사,510,0.00051,0.862574,2,??? ? ?? ???,kept:suffix:교사,high,no,2,suffix:교사,kept from draft; no stronger correction rule
"전직 사무 보조원, 현재 구직중",507,0.000507,0.863081,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
그 외 금속가공 기계 조작원,506,0.000506,0.863587,8,????? ?? ? ?? ???,kept:contains:조작원,high,no,8,contains:조작원,kept from draft; no stronger correction rule
건물 전기 및 전자설비 조작원,499,0.000499,0.864086,8,????? ?? ? ?? ???,kept:contains:조작원,high,no,8,contains:조작원,kept from draft; no stronger correction rule
무역 사무원,498,0.000498,0.864584,3,?? ???,kept:suffix:사무원,high,no,3,suffix:사무원,kept from draft; no stronger correction rule
제빵사 및 제과원,491,0.000491,0.865075,7,??? ? ?? ?? ???,kept:contains:제빵,high,no,7,contains:제빵,kept from draft; no stronger correction rule
마케팅 관리자,487,0.000487,0.865562,1,???,kept:contains:관리자,high,no,1,contains:관리자,kept from draft; no stronger correction rule
시각장애인 특수교육 교사,485,0.000485,0.866047,2,??? ? ?? ???,kept:suffix:교사,high,no,2,suffix:교사,kept from draft; no stronger correction rule
택시 운전원,483,0.000483,0.86653,8,????? ?? ? ?? ???,kept:contains:운전원,high,no,8,contains:운전원,kept from draft; no stronger correction rule
화학 연구원,483,0.000483,0.867013,2,??? ? ?? ???,kept:suffix:연구원,high,no,2,suffix:연구원,kept from draft; no stronger correction rule
호송 경비원,482,0.000482,0.867495,9,???? ???,kept:contains:경비원,medium,yes,9,contains:경비원,kept from draft; no stronger correction rule
주입·포장 및 봉함기 조작원,480,0.00048,0.867975,8,????? ?? ? ?? ???,kept:contains:조작원,high,no,8,contains:조작원,kept from draft; no stronger correction rule
그 외 고객 상담 사무원,479,0.000479,0.868454,3,?? ???,kept:suffix:사무원,high,no,3,suffix:사무원,kept from draft; no stronger correction rule
재무 관리자,479,0.000479,0.868933,1,???,kept:contains:관리자,high,no,1,contains:관리자,kept from draft; no stronger correction rule
그 외 용접원,478,0.000478,0.869411,7,??? ? ?? ?? ???,kept:contains:용접,high,no,7,contains:용접,kept from draft; no stronger correction rule
화학물 여과기 및 분리기 조작원,476,0.000476,0.869887,8,????? ?? ? ?? ???,kept:contains:조작원,high,no,8,contains:조작원,kept from draft; no stronger correction rule
전기제어장치 설치 및 정비원,476,0.000476,0.870363,8,????? ?? ? ?? ???,kept:contains:장치,high,no,8,contains:장치,kept from draft; no stronger correction rule
컴퓨터 시스템 설계 및 분석가,473,0.000473,0.870836,2,??? ? ?? ???,kept:contains:설계,high,no,2,contains:설계,kept from draft; no stronger correction rule
구급 요원,470,0.00047,0.871306,4,??? ???,exact:?? ??,medium,yes,other,no_rule,emergency service worker
그 외 공업기계 설치 및 정비원,466,0.000466,0.871772,7,??? ? ?? ?? ???,kept:contains:설치,high,no,7,contains:설치,kept from draft; no stronger correction rule
특수 경비원,459,0.000459,0.872231,9,???? ???,kept:contains:경비원,medium,yes,9,contains:경비원,kept from draft; no stronger correction rule
선반기 조작원,451,0.000451,0.872682,8,????? ?? ? ?? ???,kept:contains:조작원,high,no,8,contains:조작원,kept from draft; no stronger correction rule
대리 주차원,447,0.000447,0.873129,4,??? ???,kept:exact,high,no,4,exact,kept from draft; no stronger correction rule
보험 설계사,444,0.000444,0.873573,2,??? ? ?? ???,kept:contains:설계,high,no,2,contains:설계,kept from draft; no stronger correction rule
이삿짐 운반원,444,0.000444,0.874017,9,???? ???,kept:exact,high,no,9,exact,kept from draft; no stronger correction rule
중고차 영업원,443,0.000443,0.87446,5,?? ???,kept:contains:영업,high,no,5,contains:영업,kept from draft; no stronger correction rule
공연·영화 및 음반 기획자,440,0.00044,0.8749,2,??? ? ?? ???,kept:suffix:기획자,high,no,2,suffix:기획자,kept from draft; no stronger correction rule
"전직 경영 기획 사무원, 현재 구직중",439,0.000439,0.875339,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
토목 관련 관리자,438,0.000438,0.875777,1,???,kept:contains:관리자,high,no,1,contains:관리자,kept from draft; no stronger correction rule
기계 경비원,438,0.000438,0.876215,9,???? ???,kept:contains:경비원,medium,yes,9,contains:경비원,kept from draft; no stronger correction rule
"전직 일반 비서, 현재 구직중",431,0.000431,0.876646,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
교통 계획 및 설계가,429,0.000429,0.877075,2,??? ? ?? ???,kept:contains:설계,high,no,2,contains:설계,kept from draft; no stronger correction rule
공학·제조 및 건설 분야 교수,427,0.000427,0.877502,2,??? ? ?? ???,kept:suffix:교수,high,no,2,suffix:교수,kept from draft; no stronger correction rule
"전직 시설 경비원, 현재 구직중",424,0.000424,0.877926,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
제관원,424,0.000424,0.87835,7,??? ? ?? ?? ???,kept:exact,high,no,7,exact,kept from draft; no stronger correction rule
건축감리 기술자,422,0.000422,0.878772,2,??? ? ?? ???,kept:suffix:기술자,high,no,2,suffix:기술자,kept from draft; no stronger correction rule
변리사,419,0.000419,0.879191,2,??? ? ?? ???,kept:suffix:변리사,high,no,2,suffix:변리사,kept from draft; no stronger correction rule
쓰레기 수거원,419,0.000419,0.87961,9,???? ???,kept:exact,high,no,9,exact,kept from draft; no stronger correction rule
그 외 운송장비 조립원,418,0.000418,0.880028,8,????? ?? ? ?? ???,kept:contains:조립,high,no,8,contains:조립,kept from draft; no stronger correction rule
주류 서비스 종사원,418,0.000418,0.880446,4,??? ???,kept:contains:서비스,medium,yes,4,contains:서비스,kept from draft; no stronger correction rule
"전직 전화 상담원, 현재 구직중",415,0.000415,0.880861,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
잠수 기능원,412,0.000412,0.881273,7,??? ? ?? ?? ???,kept:exact,high,no,7,exact,kept from draft; no stronger correction rule
그 외 미용 관련 서비스 종사원,410,0.00041,0.881683,4,??? ???,kept:contains:서비스,medium,yes,4,contains:서비스,kept from draft; no stronger correction rule
언어재활사,406,0.000406,0.882089,2,??? ? ?? ???,v2:재활사,high,yes,other,no_rule,professional/associate professional
식품공학 기술자 및 연구원,405,0.000405,0.882494,2,??? ? ?? ???,kept:suffix:연구원,high,no,2,suffix:연구원,kept from draft; no stronger correction rule
"전직 하역 및 적재 관련 단순 종사원, 현재 구직중",402,0.000402,0.882896,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
웨딩플래너,401,0.000401,0.883297,2,??? ? ?? ???,kept:suffix:플래너,high,no,2,suffix:플래너,kept from draft; no stronger correction rule
방수공,400,0.0004,0.883697,7,??? ? ?? ?? ???,kept:exact,high,no,7,exact,kept from draft; no stronger correction rule
그 외 환경미화원 및 재활용품 수거원,398,0.000398,0.884095,9,???? ???,kept:exact,high,no,9,exact,kept from draft; no stronger correction rule
농약 및 비료 시험원,388,0.000388,0.884483,2,??? ? ?? ???,v2:시험원,high,yes,other,no_rule,professional/associate professional
체인점 모집 및 관리 영업원,386,0.000386,0.884869,5,?? ???,kept:contains:영업,high,no,5,contains:영업,kept from draft; no stronger correction rule
신차 영업원,385,0.000385,0.885254,5,?? ???,kept:contains:영업,high,no,5,contains:영업,kept from draft; no stronger correction rule
소방설계 기술자 및 연구원,384,0.000384,0.885638,2,??? ? ?? ???,kept:suffix:연구원,high,no,2,suffix:연구원,kept from draft; no stronger correction rule
아파트 경비원,384,0.000384,0.886022,9,???? ???,kept:contains:경비원,medium,yes,9,contains:경비원,kept from draft; no stronger correction rule
수의사,382,0.000382,0.886404,2,??? ? ?? ???,kept:suffix:의사,high,no,2,suffix:의사,kept from draft; no stronger correction rule
음료 배달원,379,0.000379,0.886783,4,??? ???,kept:contains:음료,medium,yes,4,contains:음료,kept from draft; no stronger correction rule
산후조리 종사원,379,0.000379,0.887162,4,??? ???,kept:exact,high,no,4,exact,kept from draft; no stronger correction rule
사진가,378,0.000378,0.88754,2,??? ? ?? ???,kept:suffix:사진가,high,no,2,suffix:사진가,kept from draft; no stronger correction rule
철도 고가 전선 가설원,376,0.000376,0.887916,8,????? ?? ? ?? ???,kept:contains:철도,high,no,8,contains:철도,kept from draft; no stronger correction rule
"전직 보육교사, 현재 구직중",375,0.000375,0.888291,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
게임 프로그래머,374,0.000374,0.888665,2,??? ? ?? ???,kept:suffix:프로그래머,high,no,2,suffix:프로그래머,kept from draft; no stronger correction rule
