occupation,count,share,cumulative_share,ksco_major_code,ksco_major_label,rule_hit,needs_review
기계 제도사,366,0.000366,0.891978,7,기능원 및 관련 기능 종사자,contains:제도사,
판매 관련 관리자,360,0.00036,0.892338,1,관리자,contains:관리자,
섬유 공정 개발 기술자 및 연구원,360,0.00036,0.892698,2,전문가 및 관련 종사자,suffix:연구원,
그 외 정보 통신기기 설치 및 수리원,358,0.000358,0.893056,7,기능원 및 관련 기능 종사자,contains:설치,
렌즈 및 프리즘 가공기 조작원,358,0.000358,0.893414,8,장치·기계 조작 및 조립 종사자,contains:조작원,
교도관,357,0.000357,0.893771,4,서비스 종사자,contains:교도관,
플랜트 배관공,353,0.000353,0.894124,7,기능원 및 관련 기능 종사자,contains:배관,
"전직 한식 조리사, 현재 구직중",352,0.000352,0.894476,unemployed,무직/비경제활동,contains:구직중,
보안 관제원,351,0.000351,0.894827,4,서비스 종사자,contains:보안,
자동차 경정비원,351,0.000351,0.895178,7,기능원 및 관련 기능 종사자,contains:정비,
그 외 화학공학 기술자 및 연구원,351,0.000351,0.895529,2,전문가 및 관련 종사자,suffix:연구원,
일반 의사,348,0.000348,0.895877,2,전문가 및 관련 종사자,suffix:의사,
컴퓨터 소프트웨어 개발 관리자,348,0.000348,0.896225,1,관리자,contains:관리자,
전기 관련 관리자,347,0.000347,0.896572,1,관리자,contains:관리자,
패스트푸드 준비원,345,0.000345,0.896917,4,서비스 종사자,contains:준비원,
무대 및 세트 디자이너,345,0.000345,0.897262,2,전문가 및 관련 종사자,suffix:디자이너,
금속기계 부품 조립원,345,0.000345,0.897607,8,장치·기계 조작 및 조립 종사자,contains:조립,
"전직 주방 보조원, 현재 구직중",344,0.000344,0.897951,unemployed,무직/비경제활동,contains:구직중,
그 외 버스 운전원,343,0.000343,0.898294,8,장치·기계 조작 및 조립 종사자,contains:운전원,
그 외 건축 도장공,340,0.00034,0.898634,7,기능원 및 관련 기능 종사자,contains:도장,
내과 전문 의사,339,0.000339,0.898973,2,전문가 및 관련 종사자,suffix:의사,
"전직 회계 사무원, 현재 구직중",337,0.000337,0.89931,unemployed,무직/비경제활동,contains:구직중,
방송장비 설치 및 수리원,336,0.000336,0.899646,7,기능원 및 관련 기능 종사자,contains:설치,
공군 부사관,334,0.000334,0.89998,A,군인,contains:부사관,
의무 기록사,334,0.000334,0.900314,2,전문가 및 관련 종사자,suffix:기록사,
의상 디자이너,332,0.000332,0.900646,2,전문가 및 관련 종사자,suffix:디자이너,
국어 교사,331,0.000331,0.900977,2,전문가 및 관련 종사자,suffix:교사,
유통 및 매장 감시원,331,0.000331,0.901308,other,기타/검토,no_rule,yes
고무·플라스틱 기술자 및 연구원,330,0.00033,0.901638,2,전문가 및 관련 종사자,suffix:연구원,
그 외 중·고등학교 교사,329,0.000329,0.901967,2,전문가 및 관련 종사자,suffix:교사,
외국어 교사,322,0.000322,0.902289,2,전문가 및 관련 종사자,suffix:교사,
법무사,322,0.000322,0.902611,2,전문가 및 관련 종사자,suffix:법무사,
가스 생산기 조작원,319,0.000319,0.90293,8,장치·기계 조작 및 조립 종사자,contains:조작원,
화학기계 설치 및 정비원,319,0.000319,0.903249,7,기능원 및 관련 기능 종사자,contains:설치,
염색기 조작원,318,0.000318,0.903567,8,장치·기계 조작 및 조립 종사자,contains:조작원,
설탕 제조 관련 기계 조작원,318,0.000318,0.903885,8,장치·기계 조작 및 조립 종사자,contains:조작원,
전자 부품 제조 기계 조작원,316,0.000316,0.904201,8,장치·기계 조작 및 조립 종사자,contains:조작원,
발전설비 기술자 및 연구원,315,0.000315,0.904516,2,전문가 및 관련 종사자,suffix:연구원,
재활용품 수거원,314,0.000314,0.90483,9,단순노무 종사자,exact,
통신기기 기술자 및 연구원,310,0.00031,0.90514,2,전문가 및 관련 종사자,suffix:연구원,
정보 통신 컨설턴트,310,0.00031,0.90545,2,전문가 및 관련 종사자,contains:컨설턴트,
수금원,308,0.000308,0.905758,5,판매 종사자,contains:수금원,
그 외 건설 관련 기능 종사원,304,0.000304,0.906062,7,기능원 및 관련 기능 종사자,contains:기능,
건물 칸막이 설치원,303,0.000303,0.906365,7,기능원 및 관련 기능 종사자,contains:설치,
화학 시험원,301,0.000301,0.906666,other,기타/검토,no_rule,yes
수학 교사,301,0.000301,0.906967,2,전문가 및 관련 종사자,suffix:교사,
새시 조립 및 설치원,299,0.000299,0.907266,8,장치·기계 조작 및 조립 종사자,contains:조립,
그 외 전기·전자 부품 및 제품 조립원,297,0.000297,0.907563,8,장치·기계 조작 및 조립 종사자,contains:조립,
장학관 및 장학사,295,0.000295,0.907858,2,전문가 및 관련 종사자,suffix:장학사,
용융 도금기 조작원,294,0.000294,0.908152,8,장치·기계 조작 및 조립 종사자,contains:조작원,
식품학 연구원,293,0.000293,0.908445,2,전문가 및 관련 종사자,suffix:연구원,
사무용 전자기기 설치 및 수리원,293,0.000293,0.908738,7,기능원 및 관련 기능 종사자,contains:설치,
철근공,292,0.000292,0.90903,7,기능원 및 관련 기능 종사자,exact,
그 외 상품 중개인 및 경매사,289,0.000289,0.909319,5,판매 종사자,contains:중개인,
폐기물 처리 기술자 및 연구원,287,0.000287,0.909606,2,전문가 및 관련 종사자,suffix:연구원,
그 외 건물 관리원,286,0.000286,0.909892,2,전문가 및 관련 종사자,suffix:관리원,
산업용 기계장비 기술 영업원,283,0.000283,0.910175,5,판매 종사자,contains:영업,
예체능 교사,282,0.000282,0.910457,2,전문가 및 관련 종사자,suffix:교사,
"전직 산업 안전원, 현재 구직중",281,0.000281,0.910738,unemployed,무직/비경제활동,contains:구직중,
방송 송출 장비 기사,281,0.000281,0.911019,2,전문가 및 관련 종사자,suffix:기사,
전기장비 조립원,280,0.00028,0.911299,8,장치·기계 조작 및 조립 종사자,contains:조립,
상표 부착기 조작원,280,0.00028,0.911579,8,장치·기계 조작 및 조립 종사자,contains:조작원,
가전제품 설치 및 수리원,277,0.000277,0.911856,7,기능원 및 관련 기능 종사자,contains:설치,
그 외 금속 공작 기계 조작원,276,0.000276,0.912132,8,장치·기계 조작 및 조립 종사자,contains:조작원,
건축시공 기술자,276,0.000276,0.912408,2,전문가 및 관련 종사자,suffix:기술자,
치과 일반 의사,275,0.000275,0.912683,2,전문가 및 관련 종사자,suffix:의사,
골프장 캐디,275,0.000275,0.912958,4,서비스 종사자,contains:캐디,
직업상담사,273,0.000273,0.913231,2,전문가 및 관련 종사자,suffix:상담사,
그 외 음료 조리사,273,0.000273,0.913504,4,서비스 종사자,contains:조리사,
호텔 서비스원,269,0.000269,0.913773,4,서비스 종사자,contains:서비스,
부동산 컨설턴트,267,0.000267,0.91404,2,전문가 및 관련 종사자,contains:컨설턴트,
과학 교사,267,0.000267,0.914307,2,전문가 및 관련 종사자,suffix:교사,
건축 관련 관리자,267,0.000267,0.914574,1,관리자,contains:관리자,
청원경찰,267,0.000267,0.914841,4,서비스 종사자,contains:경찰,
"전직 그 외 서비스 관련 단순 종사원, 현재 구직중",266,0.000266,0.915107,unemployed,무직/비경제활동,contains:구직중,
섬유 소재 개발 기술자 및 연구원,266,0.000266,0.915373,2,전문가 및 관련 종사자,suffix:연구원,
판금기 조작원,264,0.000264,0.915637,8,장치·기계 조작 및 조립 종사자,contains:조작원,
해양 경찰관 및 수사관,263,0.000263,0.9159,4,서비스 종사자,contains:경찰,
양복 제조원,263,0.000263,0.916163,other,기타/검토,no_rule,yes
그 외 피부 및 체형 관리 종사원,263,0.000263,0.916426,other,기타/검토,no_rule,yes
그 외 타이어 및 고무제품 생산기 조작원,262,0.000262,0.916688,8,장치·기계 조작 및 조립 종사자,contains:조작원,
"전직 마케팅 전문가, 현재 구직중",262,0.000262,0.91695,unemployed,무직/비경제활동,contains:구직중,
건물용 냉동·냉장·공조기 설치 및 정비원,261,0.000261,0.917211,7,기능원 및 관련 기능 종사자,contains:설치,
가전제품 판매원,261,0.000261,0.917472,5,판매 종사자,contains:판매,
"전직 노점 및 이동 판매원, 현재 구직중",260,0.00026,0.917732,unemployed,무직/비경제활동,contains:구직중,
공군 장교,257,0.000257,0.917989,A,군인,contains:장교,
그 외 화학물 가공 장치 조작원,257,0.000257,0.918246,8,장치·기계 조작 및 조립 종사자,contains:조작원,
토목시공 기술자,257,0.000257,0.918503,2,전문가 및 관련 종사자,suffix:기술자,
기획 관리자,256,0.000256,0.918759,1,관리자,contains:관리자,
신발 및 액세서리 판매원,256,0.000256,0.919015,5,판매 종사자,contains:판매,
교통안전 연구원,255,0.000255,0.91927,2,전문가 및 관련 종사자,suffix:연구원,
전자계측 제어 기술자 및 연구원,254,0.000254,0.919524,2,전문가 및 관련 종사자,suffix:연구원,
"전직 지게차 운전원, 현재 구직중",253,0.000253,0.919777,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 일반 영업원, 현재 구직중",253,0.000253,0.92003,unemployed,무직/비경제활동,contains:구직중,
조명기사,252,0.000252,0.920282,2,전문가 및 관련 종사자,suffix:기사,
플랜트 전기 설치원,252,0.000252,0.920534,7,기능원 및 관련 기능 종사자,contains:설치,
어업 단순 종사원,250,0.00025,0.920784,6,농림·어업 숙련 종사자,contains:어업,
건물 도장공,250,0.00025,0.921034,7,기능원 및 관련 기능 종사자,contains:도장,
그 외 특수교육 교사,249,0.000249,0.921283,2,전문가 및 관련 종사자,suffix:교사,
측량 및 지리 정보 기술자,249,0.000249,0.921532,2,전문가 및 관련 종사자,suffix:기술자,
미술관·박물관 해설 및 안내원,248,0.000248,0.92178,4,서비스 종사자,contains:안내원,
그 외 교사,247,0.000247,0.922027,2,전문가 및 관련 종사자,suffix:교사,
건축설비 기술자,245,0.000245,0.922272,2,전문가 및 관련 종사자,suffix:기술자,
컴퓨터 시스템 감리 전문가,245,0.000245,0.922517,2,전문가 및 관련 종사자,suffix:전문가,
밑반찬 제조 종사원,245,0.000245,0.922762,other,기타/검토,no_rule,yes
단열공,244,0.000244,0.923006,7,기능원 및 관련 기능 종사자,exact,
내장 목공,243,0.000243,0.923249,7,기능원 및 관련 기능 종사자,exact,
차량 도장기 조작원,243,0.000243,0.923492,8,장치·기계 조작 및 조립 종사자,contains:조작원,
금융 관리자,243,0.000243,0.923735,1,관리자,contains:관리자,
세무사,242,0.000242,0.923977,2,전문가 및 관련 종사자,suffix:세무사,
강구조물 가공원,241,0.000241,0.924218,7,기능원 및 관련 기능 종사자,contains:가공,
건축안전 기술자,241,0.000241,0.924459,2,전문가 및 관련 종사자,suffix:기술자,
"전직 그 외 상점 판매원, 현재 구직중",241,0.000241,0.9247,unemployed,무직/비경제활동,contains:구직중,
네트워크 프로그래머,240,0.00024,0.92494,2,전문가 및 관련 종사자,suffix:프로그래머,
그 외 도시 및 교통 관련 전문가,240,0.00024,0.92518,2,전문가 및 관련 종사자,suffix:전문가,
"전직 음식 서비스 종사원, 현재 구직중",240,0.00024,0.92542,unemployed,무직/비경제활동,contains:구직중,
유리 관련 기능 종사원,239,0.000239,0.925659,7,기능원 및 관련 기능 종사자,exact,
원예작물 판매원,237,0.000237,0.925896,5,판매 종사자,contains:판매,
사서,236,0.000236,0.926132,2,전문가 및 관련 종사자,suffix:사서,
전기 안전 기술자 및 연구원,236,0.000236,0.926368,2,전문가 및 관련 종사자,suffix:연구원,
그 외 스포츠 및 레크리에이션 관련 전문가,236,0.000236,0.926604,2,전문가 및 관련 종사자,suffix:전문가,
안과 및 이비인후과 전문 의사,236,0.000236,0.92684,2,전문가 및 관련 종사자,suffix:의사,
환경 검사원,235,0.000235,0.927075,other,기타/검토,no_rule,yes
시민 단체 활동가,235,0.000235,0.92731,2,전문가 및 관련 종사자,suffix:활동가,
간판 제작 및 설치원,234,0.000234,0.927544,7,기능원 및 관련 기능 종사자,contains:설치,
장례 지도사,234,0.000234,0.927778,other,기타/검토,no_rule,yes
그 외 발전 및 배전장치 조작원,234,0.000234,0.928012,8,장치·기계 조작 및 조립 종사자,contains:조작원,
전기계측 제어 기술자 및 연구원,233,0.000233,0.928245,2,전문가 및 관련 종사자,suffix:연구원,
농학 연구원,232,0.000232,0.928477,2,전문가 및 관련 종사자,suffix:연구원,
의복 수선원,232,0.000232,0.928709,other,기타/검토,no_rule,yes
그 외 공학 관련 기술자 및 시험원,231,0.000231,0.92894,other,기타/검토,no_rule,yes
그 외 인사 및 노사 관련 전문가,230,0.00023,0.92917,2,전문가 및 관련 종사자,suffix:전문가,
"전직 생산관리 사무원, 현재 구직중",230,0.00023,0.9294,unemployed,무직/비경제활동,contains:구직중,
산업기계공학 기술자 및 연구원,229,0.000229,0.929629,2,전문가 및 관련 종사자,suffix:연구원,
그 외 자동차 부품 조립원,229,0.000229,0.929858,8,장치·기계 조작 및 조립 종사자,contains:조립,
그 외 경영 지원 관리자,228,0.000228,0.930086,1,관리자,contains:관리자,
가구 판매원,226,0.000226,0.930312,5,판매 종사자,contains:판매,
콘크리트패널 조립원,226,0.000226,0.930538,8,장치·기계 조작 및 조립 종사자,contains:조립,
그 외 전자공학 기술자 및 연구원,223,0.000223,0.930761,2,전문가 및 관련 종사자,suffix:연구원,
스포츠 감독,223,0.000223,0.930984,other,기타/검토,no_rule,yes
그 외 컴퓨터 시스템 및 소프트웨어 전문가,220,0.00022,0.931204,2,전문가 및 관련 종사자,suffix:전문가,
"전직 유치원 교사, 현재 구직중",220,0.00022,0.931424,unemployed,무직/비경제활동,contains:구직중,
선박교통 관제사,219,0.000219,0.931643,8,장치·기계 조작 및 조립 종사자,contains:선박,
그 외 데이터 및 네트워크 관련 전문가,218,0.000218,0.931861,2,전문가 및 관련 종사자,suffix:전문가,
육류가공 기계 조작원,217,0.000217,0.932078,8,장치·기계 조작 및 조립 종사자,contains:조작원,
영상·전자음향기기 설치 및 수리원,214,0.000214,0.932292,7,기능원 및 관련 기능 종사자,contains:설치,
화학제품 생산 관리자,214,0.000214,0.932506,1,관리자,contains:관리자,
그 외 제도사,213,0.000213,0.932719,7,기능원 및 관련 기능 종사자,contains:제도사,
"전직 온라인 쇼핑 판매원, 현재 구직중",213,0.000213,0.932932,unemployed,무직/비경제활동,contains:구직중,
손톱 관리사,212,0.000212,0.933144,other,기타/검토,no_rule,yes
출판물 편집자,212,0.000212,0.933356,other,기타/검토,no_rule,yes
"전직 학습지 방문강사, 현재 구직중",212,0.000212,0.933568,unemployed,무직/비경제활동,contains:구직중,
자동차 엔진 조립원,210,0.00021,0.933778,8,장치·기계 조작 및 조립 종사자,contains:조립,
